index,carat,cut,color,clarity,depth,table,x,y,z,price
3350,0.91,Premium,E,SI2,58.5,60.0,6.34,6.31,3.7,Very Low
3351,0.91,Premium,E,SI2,60.0,60.0,6.28,6.23,3.75,Very Low
3352,0.82,Ideal,E,SI1,62.1,54.0,5.98,6.03,3.73,Very Low
3353,0.7,Good,G,VVS1,58.5,62.0,5.8,5.82,3.4,Very Low
3354,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,Very Low
3355,0.71,Premium,E,VVS2,59.0,59.0,5.88,5.82,3.45,Very Low
3356,0.8,Very Good,G,VS1,63.5,57.0,5.87,5.91,3.74,Very Low
3357,0.71,Ideal,E,VS2,61.6,56.0,5.71,5.75,3.53,Very Low
3358,0.92,Good,I,SI1,63.3,58.0,6.14,6.18,3.9,Very Low
3359,0.91,Very Good,H,SI2,63.4,57.0,6.1,6.18,3.89,Very Low
3360,0.6,Ideal,D,VVS2,61.9,55.0,5.41,5.45,3.36,Very Low
3361,0.3,Very Good,I,SI1,61.2,58.0,4.28,4.31,2.63,Very Low
3362,0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65,Very Low
3363,0.31,Very Good,I,VS2,59.3,59.0,4.38,4.42,2.61,Very Low
3364,0.3,Very Good,I,VS2,62.7,56.0,4.27,4.28,2.68,Very Low
3365,0.3,Very Good,I,VS2,60.7,56.0,4.32,4.34,2.63,Very Low
3366,0.25,Very Good,G,VS2,61.9,57.0,4.05,4.08,2.51,Very Low
3367,0.25,Very Good,G,VS2,63.0,54.0,4.04,4.06,2.55,Very Low
3368,0.27,Very Good,E,VS1,63.8,60.0,4.03,4.09,2.59,Very Low
3369,0.27,Very Good,E,SI1,61.2,57.0,4.2,4.23,2.58,Very Low
3370,0.3,Ideal,I,VS2,62.3,56.0,4.28,4.29,2.67,Very Low
3371,0.3,Ideal,I,VS2,62.4,55.0,4.32,4.34,2.7,Very Low
3372,0.32,Ideal,G,SI2,61.3,56.0,4.44,4.47,2.73,Very Low
3373,0.3,Ideal,H,SI1,62.0,58.0,4.25,4.33,2.66,Very Low
3374,0.3,Ideal,H,SI1,62.9,53.0,4.28,4.31,2.7,Very Low
3375,0.25,Ideal,G,SI1,62.3,57.0,4.03,4.09,2.53,Very Low
3376,0.24,Ideal,F,VS2,61.8,57.0,3.97,3.99,2.46,Very Low
3377,0.3,Ideal,H,SI2,60.0,56.0,4.41,4.43,2.65,Very Low
3378,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,Very Low
3379,0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73,Very Low
3380,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,Very Low
3381,0.31,Ideal,I,SI1,62.7,56.0,4.3,4.34,2.71,Very Low
3382,0.31,Premium,J,VS1,60.7,60.0,4.34,4.39,2.65,Very Low
3383,0.31,Very Good,I,SI1,61.4,61.0,4.34,4.39,2.68,Very Low
3384,0.31,Very Good,G,SI2,63.0,57.0,4.32,4.35,2.73,Very Low
3385,0.31,Good,I,SI1,63.5,56.0,4.28,4.32,2.73,Very Low
3386,0.31,Very Good,G,SI2,61.8,59.0,4.3,4.34,2.67,Very Low
3387,0.31,Premium,J,VS1,61.8,59.0,4.31,4.33,2.67,Very Low
3388,0.31,Premium,I,SI1,61.5,59.0,4.35,4.37,2.68,Very Low
3389,0.31,Very Good,F,SI2,63.0,58.0,4.34,4.36,2.74,Very Low
3390,0.31,Very Good,I,SI1,63.0,57.0,4.32,4.34,2.73,Very Low
3391,0.34,Very Good,F,SI1,62.8,56.0,4.42,4.46,2.79,Very Low
3392,0.27,Very Good,E,VVS2,59.7,61.0,4.24,4.27,2.54,Very Low
3393,0.27,Very Good,E,VVS2,59.4,64.0,4.16,4.19,2.48,Very Low
3394,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,Very Low
3395,0.27,Very Good,F,IF,59.4,61.0,4.23,4.26,2.52,Very Low
3396,0.32,Ideal,I,VVS2,62.2,54.5,4.38,4.42,2.74,Very Low
3397,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,Very Low
3398,0.3,Ideal,H,VVS2,62.5,54.0,4.3,4.3,2.7,Very Low
3399,0.3,Ideal,F,VS2,62.6,54.0,4.3,4.33,2.7,Very Low
3400,0.3,Very Good,I,VS1,61.8,63.0,4.29,4.26,2.64,Very Low
3401,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,Very Low
3402,0.28,Premium,F,VS2,59.6,61.0,4.28,4.25,2.54,Very Low
3403,0.27,Premium,D,VS2,59.6,61.0,4.26,4.23,2.53,Very Low
3404,0.4,Good,J,VS1,64.0,56.0,4.66,4.69,2.99,Very Low
3405,0.31,Good,D,VS2,63.6,56.0,4.26,4.32,2.73,Very Low
3406,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,Very Low
3407,0.33,Good,D,SI1,63.1,55.0,4.42,4.46,2.8,Very Low
3408,0.33,Ideal,D,SI1,62.0,56.0,4.44,4.47,2.76,Very Low
3409,0.3,Ideal,F,VS2,60.3,57.0,4.34,4.39,2.63,Very Low
3410,0.3,Ideal,F,VS2,62.1,57.0,4.27,4.3,2.66,Very Low
3411,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,Very Low
3412,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,Very Low
3413,0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,Very Low
3414,0.39,Ideal,J,SI1,61.0,56.0,4.71,4.73,2.88,Very Low
3415,0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,Very Low
3416,0.36,Premium,I,VS1,62.0,59.0,4.53,4.6,2.83,Very Low
3417,0.3,Very Good,D,VS2,61.0,57.0,4.32,4.34,2.64,Very Low
3418,0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87,Very Low
3419,0.36,Very Good,H,VS2,61.0,60.0,4.55,4.6,2.79,Very Low
3420,0.36,Premium,H,VS2,60.9,59.0,4.58,4.62,2.8,Very Low
3421,0.9,Fair,D,SI1,66.4,59.0,5.97,5.92,3.95,Very Low
3422,0.9,Very Good,I,VS2,63.2,54.0,6.1,6.08,3.85,Very Low
3423,1.02,Ideal,G,I1,61.5,56.0,6.49,6.46,3.98,Very Low
3424,0.7,Ideal,G,VS1,60.5,56.0,5.77,5.79,3.5,Very Low
3425,0.7,Ideal,G,VS1,61.9,55.0,5.67,5.71,3.52,Very Low
3426,0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,Very Low
3427,0.79,Ideal,E,SI1,62.0,57.0,5.92,5.96,3.68,Very Low
3428,0.95,Fair,D,SI2,64.4,60.0,6.06,6.02,3.89,Very Low
3429,0.71,Premium,H,IF,60.2,61.0,5.8,5.76,3.48,Very Low
3430,0.76,Ideal,D,VS2,61.2,57.0,5.91,5.89,3.61,Very Low
3431,0.78,Very Good,E,SI1,59.8,57.0,5.98,6.02,3.59,Very Low
3432,0.9,Premium,I,VS2,59.1,59.0,6.28,6.24,3.7,Very Low
3433,0.9,Premium,G,SI2,62.8,61.0,6.14,6.09,3.84,Very Low
3434,0.72,Ideal,E,VS2,61.5,56.0,5.71,5.77,3.53,Very Low
3435,0.91,Very Good,G,SI2,64.0,61.0,6.05,6.08,3.88,Very Low
3436,0.91,Very Good,G,SI2,62.0,58.0,6.13,6.2,3.82,Very Low
3437,0.9,Premium,H,SI1,62.6,58.0,6.12,6.08,3.82,Very Low
3438,0.9,Premium,H,SI1,61.0,59.0,6.16,6.11,3.74,Very Low
3439,0.9,Premium,H,SI1,62.1,61.0,6.11,6.07,3.78,Very Low
3440,0.9,Very Good,H,SI1,62.3,63.0,6.13,6.06,3.8,Very Low
3441,0.9,Premium,H,SI1,62.8,62.0,6.09,6.05,3.81,Very Low
3442,0.9,Fair,H,SI1,65.4,56.0,6.11,6.04,3.97,Very Low
3443,0.9,Fair,I,VS1,65.2,60.0,6.0,5.96,3.9,Very Low
3444,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64,Very Low
3445,0.9,Very Good,H,SI1,63.4,58.0,6.16,6.11,3.89,Very Low
3446,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,Very Low
3447,1.0,Fair,F,SI1,68.7,55.0,6.06,5.88,4.11,Very Low
3448,1.01,Ideal,E,I1,62.0,57.0,6.37,6.41,3.96,Very Low
3449,0.91,Very Good,G,SI2,61.8,59.0,6.17,6.23,3.83,Very Low
3450,0.9,Very Good,H,SI1,63.0,55.0,6.12,6.16,3.87,Very Low
3451,0.9,Very Good,H,SI1,63.2,59.0,6.08,6.14,3.86,Very Low
3452,1.1,Premium,H,SI2,59.2,59.0,6.8,6.74,4.01,Very Low
3453,0.74,Ideal,G,VVS1,62.1,56.0,5.78,5.82,3.6,Very Low
3454,0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,Very Low
3455,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,Very Low
3456,0.73,Ideal,G,VS2,60.2,55.0,5.85,5.9,3.54,Very Low
3457,0.78,Ideal,D,SI1,62.2,55.0,5.92,5.95,3.69,Very Low
3458,0.88,Premium,D,SI2,60.9,61.0,6.16,6.13,3.74,Very Low
3459,0.79,Ideal,E,SI2,61.0,57.0,6.0,5.95,3.65,Very Low
3460,0.9,Good,E,SI1,63.8,61.0,6.05,6.08,3.87,Very Low
3461,0.9,Very Good,G,SI2,61.2,57.0,6.19,6.23,3.8,Very Low
3462,0.72,Ideal,I,VS2,60.3,57.0,5.82,5.86,3.52,Very Low
3463,0.72,Ideal,I,VS2,61.4,56.0,5.77,5.83,3.56,Very Low
3464,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,Very Low
3465,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,Very Low
3466,0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,Very Low
3467,0.85,Ideal,I,SI1,61.4,56.0,6.06,6.12,3.74,Very Low
3468,1.04,Premium,E,SI2,60.1,58.0,6.65,6.56,3.97,Very Low
3469,1.04,Premium,E,SI2,61.6,59.0,6.51,6.47,4.0,Very Low
3470,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,Very Low
3471,0.71,Good,F,IF,62.1,62.0,5.68,5.79,3.56,Very Low
3472,0.83,Premium,F,VS2,62.0,59.0,6.0,5.96,3.71,Very Low
3473,0.76,Very Good,G,VVS2,61.5,59.0,5.83,5.91,3.61,Very Low
3474,0.94,Very Good,H,SI2,61.9,57.0,6.21,6.29,3.87,Very Low
3475,1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,Very Low
3476,1.01,Good,I,SI1,58.4,64.0,6.51,6.48,3.79,Very Low
3477,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,Very Low
3478,1.01,Premium,H,SI2,60.9,59.0,6.42,6.35,3.89,Very Low
3479,1.05,Very Good,J,SI2,60.9,60.0,6.51,6.59,3.99,Very Low
3480,0.73,Ideal,G,VVS2,62.1,56.0,5.78,5.81,3.59,Very Low
3481,0.61,Ideal,D,VVS2,62.2,54.0,5.41,5.45,3.38,Very Low
3482,0.81,Ideal,G,VS2,61.5,55.0,6.0,6.06,3.71,Very Low
3483,0.79,Very Good,F,VS1,58.6,57.0,6.08,6.14,3.58,Very Low
3484,0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,Very Low
3485,0.9,Premium,I,VS2,61.9,58.0,6.18,6.23,3.84,Very Low
3486,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,Very Low
3487,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,Very Low
3488,0.9,Very Good,I,VS2,62.4,58.0,6.12,6.16,3.83,Very Low
3489,0.9,Good,I,VS2,62.5,59.0,6.06,6.13,3.81,Very Low
3490,0.9,Good,I,VS1,62.8,57.0,6.07,6.16,3.84,Very Low
3491,0.85,Premium,D,SI2,58.5,60.0,6.23,6.21,3.64,Very Low
3492,0.81,Ideal,G,VS2,60.8,60.0,5.98,6.0,3.64,Very Low
3493,1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,Very Low
3494,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,Very Low
3495,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,Very Low
3496,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,Very Low
3497,0.7,Ideal,F,VS1,61.6,56.0,5.65,5.72,3.5,Very Low
3498,0.92,Premium,F,SI1,58.5,57.0,6.39,6.37,3.73,Very Low
3499,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,Very Low
3500,0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77,Very Low
3501,0.92,Ideal,F,SI1,62.2,55.0,6.25,6.19,3.87,Very Low
3502,0.74,Premium,E,VS1,61.1,58.0,5.84,5.81,3.56,Very Low
3503,0.9,Good,E,SI2,63.2,57.0,6.06,6.15,3.86,Very Low
3504,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,Very Low
3505,0.78,Very Good,F,VS1,60.6,57.0,5.95,6.0,3.62,Very Low
3506,0.76,Ideal,D,VS2,61.8,55.0,5.85,5.89,3.63,Very Low
3507,0.76,Ideal,E,SI1,61.2,56.0,5.88,5.91,3.61,Very Low
3508,0.74,Ideal,G,VVS1,61.9,54.0,5.8,5.84,3.6,Very Low
3509,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71,Very Low
3510,0.75,Ideal,E,VS1,62.0,55.0,5.88,5.83,3.66,Very Low
3511,1.14,Fair,J,SI2,64.4,55.0,6.56,6.54,4.22,Very Low
3512,0.7,Premium,E,IF,62.9,59.0,5.66,5.59,3.4,Very Low
3513,0.85,Ideal,G,SI1,62.2,56.0,6.06,6.09,3.78,Very Low
3514,0.91,Premium,D,SI2,62.0,62.0,6.25,6.16,3.85,Very Low
3515,0.81,Very Good,H,VS1,62.5,57.0,5.94,5.96,3.72,Very Low
3516,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,Very Low
3517,0.71,Ideal,F,VS1,61.1,56.0,5.75,5.78,3.52,Very Low
3518,0.71,Ideal,F,VS1,61.5,57.0,5.73,5.76,3.53,Very Low
3519,0.81,Ideal,E,SI1,62.3,57.0,5.95,5.99,3.72,Very Low
3520,0.91,Very Good,F,SI2,63.0,59.0,6.12,6.17,3.87,Very Low
3521,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,Very Low
3522,0.71,Ideal,F,VS2,62.2,55.0,5.72,5.76,3.57,Very Low
3523,1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,Very Low
3524,0.71,Very Good,D,VS1,63.2,57.0,5.63,5.67,3.57,Very Low
3525,0.71,Ideal,D,VS1,61.3,56.0,5.75,5.77,3.53,Very Low
3526,0.9,Very Good,I,SI1,61.0,58.0,6.19,6.23,3.79,Very Low
3527,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,Very Low
3528,0.9,Premium,G,SI1,60.6,60.0,6.22,6.15,3.75,Very Low
3529,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,Very Low
3530,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,Very Low
3531,0.9,Premium,G,SI1,60.6,61.0,6.16,6.12,3.72,Very Low
3532,0.91,Good,D,SI2,64.1,62.0,6.01,6.06,3.87,Very Low
3533,0.91,Very Good,H,SI2,58.4,63.0,6.29,6.24,3.66,Very Low
3534,0.83,Premium,F,VS2,61.9,58.0,6.05,6.01,3.73,Very Low
3535,0.72,Ideal,E,VS1,61.2,56.0,5.78,5.83,3.55,Very Low
3536,0.72,Ideal,E,SI1,60.5,55.0,5.8,5.86,3.53,Very Low
3537,0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52,Very Low
3538,0.7,Premium,D,VS1,62.5,60.0,5.67,5.62,3.53,Very Low
3539,0.73,Very Good,D,VS2,60.5,59.0,5.76,5.84,3.51,Very Low
3540,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,Very Low
3541,1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,Very Low
3542,1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93,Very Low
3543,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,Very Low
3544,0.73,Ideal,D,VS2,62.7,53.0,5.76,5.79,3.62,Very Low
3545,0.74,Very Good,G,VVS2,61.3,56.0,5.85,5.9,3.6,Very Low
3546,0.79,Ideal,G,VS1,62.0,56.0,5.91,5.93,3.67,Very Low
3547,0.81,Ideal,E,SI1,60.3,56.0,6.05,6.13,3.67,Very Low
3548,0.91,Premium,H,SI1,60.9,58.0,6.26,6.22,3.8,Very Low
3549,0.76,Very Good,E,VS1,62.1,58.0,5.84,5.89,3.64,Very Low
3550,1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,Very Low
3551,0.77,Very Good,F,VVS2,63.5,59.0,5.77,5.72,3.65,Very Low
3552,1.07,Good,F,I1,64.3,59.0,6.42,6.37,4.11,Very Low
3553,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,Very Low
3554,1.0,Premium,J,SI1,62.7,57.0,6.4,6.33,3.99,Very Low
3555,0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,Very Low
3556,0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,Very Low
3557,0.92,Very Good,H,SI2,62.8,59.0,6.14,6.16,3.86,Very Low
3558,0.79,Ideal,H,VVS2,62.4,56.0,5.91,5.94,3.7,Very Low
3559,0.72,Ideal,H,VVS2,61.7,55.0,5.77,5.8,3.57,Very Low
3560,0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,Very Low
3561,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,Very Low
3562,0.9,Very Good,J,VS1,62.4,58.0,6.15,6.19,3.85,Very Low
3563,0.9,Ideal,J,VS1,62.1,57.0,6.16,6.18,3.83,Very Low
3564,0.93,Good,F,SI2,59.4,61.0,6.24,6.25,3.71,Very Low
3565,0.86,Fair,G,VS2,66.5,54.1,5.89,5.97,3.94,Very Low
3566,1.09,Very Good,E,SI2,63.1,58.0,6.51,6.46,4.09,Very Low
3567,0.8,Very Good,D,VS2,60.6,63.0,5.94,5.9,3.59,Very Low
3568,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,Very Low
3569,0.7,Ideal,D,VS1,61.7,57.0,5.71,5.74,3.53,Very Low
3570,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,Very Low
3571,0.7,Good,E,VS1,58.4,61.0,5.85,5.89,3.43,Very Low
3572,0.7,Good,E,VS1,58.4,60.0,5.84,5.87,3.42,Very Low
3573,0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,Very Low
3574,0.96,Good,D,SI2,64.0,62.0,6.16,6.13,3.93,Very Low
3575,0.72,Very Good,F,VVS2,63.6,59.0,5.65,5.7,3.61,Very Low
3576,0.78,Very Good,E,VS1,60.9,57.0,5.94,5.88,3.59,Very Low
3577,0.71,Very Good,D,VS1,62.0,61.0,5.71,5.74,3.55,Very Low
3578,0.82,Ideal,H,VVS1,62.9,56.0,5.99,5.91,3.74,Very Low
3579,0.8,Ideal,F,SI1,60.5,57.0,6.02,6.07,3.66,Very Low
3580,0.93,Very Good,F,SI2,63.5,58.0,6.14,6.05,3.87,Very Low
3581,1.01,Premium,J,SI2,63.0,60.0,6.38,6.31,4.0,Very Low
3582,0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,Very Low
3583,0.71,Ideal,F,SI1,61.2,55.0,5.76,5.8,3.54,Very Low
3584,0.59,Ideal,E,VVS1,60.7,57.0,5.41,5.45,3.29,Very Low
3585,0.81,Ideal,I,VS1,61.8,56.0,5.97,6.0,3.7,Very Low
3586,0.81,Ideal,F,SI1,61.5,57.0,6.01,6.06,3.71,Very Low
3587,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,Very Low
3588,1.0,Good,J,VS2,57.6,58.0,6.59,6.56,3.79,Very Low
3589,1.0,Fair,J,VS2,65.3,61.0,6.33,6.13,4.03,Very Low
3590,0.91,Good,F,SI1,64.0,57.0,6.08,6.17,3.92,Very Low
3591,0.91,Premium,G,SI2,61.3,60.0,6.17,6.2,3.79,Very Low
3592,0.91,Premium,H,SI2,62.7,58.0,6.14,6.17,3.86,Very Low
3593,0.91,Ideal,H,SI2,60.3,57.0,6.27,6.31,3.79,Very Low
3594,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,Very Low
3595,0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,Very Low
3596,0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,Very Low
3597,1.09,Good,G,SI2,57.4,61.0,6.82,6.75,3.89,Very Low
3598,0.76,Ideal,H,VS1,61.6,56.0,5.85,5.9,3.62,Very Low
3599,0.9,Good,D,SI2,63.5,62.0,6.09,6.13,3.88,Very Low
3600,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,Very Low
3601,0.71,Very Good,G,VS1,62.0,53.0,5.72,5.76,3.56,Very Low
3602,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86,Very Low
3603,0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,Very Low
3604,0.91,Good,H,SI1,63.9,60.0,6.13,6.08,3.9,Very Low
3605,1.04,Good,J,SI2,64.2,59.0,6.47,6.38,4.13,Very Low
3606,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,Very Low
3607,1.0,Very Good,G,SI2,58.2,63.0,6.53,6.49,3.79,Very Low
3608,0.72,Ideal,E,VS2,61.7,55.0,5.8,5.77,3.57,Very Low
3609,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,Very Low
3610,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,Very Low
3611,0.9,Good,F,SI1,64.3,57.0,6.08,6.01,3.89,Very Low
3612,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,Very Low
3613,0.82,Ideal,F,SI1,61.1,56.0,6.06,6.08,3.71,Very Low
3614,0.77,Good,D,VS2,64.3,56.0,5.84,5.77,3.73,Very Low
3615,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05,Very Low
3616,0.77,Very Good,D,VS2,63.1,57.0,5.86,5.83,3.69,Very Low
3617,0.77,Premium,D,VS2,61.2,59.0,5.91,5.86,3.6,Very Low
3618,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,Very Low
3619,0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,Very Low
3620,0.78,Very Good,F,VS2,62.2,58.0,5.86,5.9,3.66,Very Low
3621,0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,Very Low
3622,0.8,Ideal,F,VS2,62.7,54.0,5.91,5.95,3.72,Very Low
3623,0.8,Good,F,VS2,63.2,55.0,5.88,5.9,3.72,Very Low
3624,0.73,Ideal,E,VS2,61.6,56.0,5.8,5.82,3.58,Very Low
3625,0.89,Ideal,E,SI2,62.4,56.0,6.04,6.08,3.78,Very Low
3626,0.73,Ideal,H,IF,61.4,59.0,5.77,5.83,3.56,Very Low
3627,0.9,Premium,I,VS2,59.8,61.0,6.22,6.13,3.69,Very Low
3628,0.9,Premium,I,VS2,62.4,60.0,6.16,6.06,3.81,Very Low
3629,0.76,Ideal,E,VS2,62.1,56.0,5.83,5.87,3.63,Very Low
3630,0.71,Ideal,G,VS1,61.7,56.0,5.72,5.75,3.53,Very Low
3631,0.71,Ideal,G,VS1,61.8,57.0,5.69,5.73,3.53,Very Low
3632,0.71,Ideal,G,VS1,61.7,57.0,5.7,5.75,3.53,Very Low
3633,0.71,Ideal,G,VS1,61.6,55.0,5.71,5.75,3.53,Very Low
3634,0.71,Ideal,G,VS1,61.5,55.0,5.72,5.77,3.54,Very Low
3635,0.71,Ideal,G,VS1,60.7,57.0,5.76,5.8,3.51,Very Low
3636,0.71,Ideal,G,VS1,61.8,55.0,5.71,5.76,3.55,Very Low
3637,0.79,Very Good,D,SI1,59.7,57.0,5.96,5.99,3.57,Very Low
3638,0.74,Ideal,G,VS2,61.2,56.0,5.82,5.85,3.57,Very Low
3639,0.91,Very Good,G,SI2,60.4,61.0,6.21,6.28,3.77,Very Low
3640,0.75,Ideal,E,VS2,61.9,57.0,5.81,5.83,3.6,Very Low
3641,0.71,Ideal,E,VS1,61.4,57.0,5.81,5.78,3.56,Very Low
3642,0.79,Good,F,VS1,57.7,58.0,6.06,6.14,3.52,Very Low
3643,0.9,Very Good,G,SI2,64.2,60.0,6.02,6.09,3.89,Very Low
3644,0.9,Very Good,H,SI1,62.8,58.0,6.13,6.16,3.86,Very Low
3645,0.9,Very Good,H,SI1,62.8,57.0,6.14,6.18,3.87,Very Low
3646,0.9,Premium,F,SI1,62.6,62.0,6.13,6.11,3.83,Very Low
3647,0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,Very Low
3648,0.93,Premium,H,SI2,63.0,59.0,6.16,6.11,3.86,Very Low
3649,0.93,Premium,H,SI1,60.9,61.0,6.24,6.2,3.79,Very Low
3650,0.91,Very Good,E,SI2,58.5,60.0,6.31,6.34,3.7,Very Low
3651,0.91,Very Good,E,SI2,60.0,60.0,6.23,6.28,3.75,Very Low
3652,0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,Very Low
3653,0.82,Ideal,F,SI1,61.3,55.0,6.06,6.08,3.72,Very Low
3654,1.01,Ideal,F,I1,62.2,54.0,6.44,6.42,4.0,Very Low
3655,0.73,Ideal,D,VS2,62.0,56.0,5.74,5.78,3.57,Very Low
3656,0.85,Ideal,E,SI2,60.7,55.0,6.14,6.19,3.74,Very Low
3657,0.8,Premium,D,SI1,62.9,60.0,5.94,5.89,3.72,Very Low
3658,0.73,Very Good,F,VVS2,61.9,59.0,5.72,5.84,3.58,Very Low
3659,0.53,Ideal,D,VVS1,62.1,57.0,5.15,5.18,3.21,Very Low
3660,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,Very Low
3661,0.86,Ideal,G,SI2,61.9,55.0,6.11,6.14,3.79,Very Low
3662,0.82,Very Good,I,VVS1,62.8,58.0,5.95,5.99,3.75,Very Low
3663,0.76,Good,D,VS2,63.5,55.0,5.81,5.85,3.7,Very Low
3664,0.76,Ideal,D,VS2,61.2,57.0,5.89,5.91,3.61,Very Low
3665,1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,Very Low
3666,1.09,Fair,J,VS2,64.6,58.0,6.48,6.41,4.16,Very Low
3667,1.22,Very Good,J,SI2,63.5,58.0,6.8,6.75,4.3,Very Low
3668,1.03,Ideal,F,I1,61.1,55.0,6.51,6.54,3.99,Very Low
3669,0.71,Very Good,H,IF,60.2,61.0,5.76,5.8,3.48,Very Low
3670,1.03,Premium,F,I1,62.3,59.0,6.42,6.46,4.01,Very Low
3671,1.02,Premium,J,SI1,58.9,62.0,6.51,6.43,3.81,Very Low
3672,0.78,Premium,E,VS1,62.5,57.0,5.94,5.9,3.7,Very Low
3673,0.9,Very Good,I,VS2,61.4,58.0,6.16,6.26,3.81,Very Low
3674,0.9,Very Good,G,SI2,62.0,59.0,6.14,6.19,3.82,Very Low
3675,0.9,Premium,G,SI2,60.4,58.0,6.25,6.3,3.79,Very Low
3676,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,Very Low
3677,0.9,Ideal,J,SI1,62.7,56.0,6.21,6.16,3.88,Very Low
